Age,Education,Race,Sex,Hours Per Week,Salary
25, Assoc-acdm, White, Male,45, <=50K
35, Masters, White, Male,60, >50K
31, Masters, White, Male,40, >50K
30, Bachelors, White, Female,40, <=50K
19, HS-grad, White, Female,20, <=50K
36, Bachelors, White, Male,50, <=50K
31, Bachelors, White, Female,40, <=50K
21, Some-college, White, Male,30, <=50K
31, Some-college, White, Male,40, <=50K
46, Doctorate, White, Female,65, >50K
44, Bachelors, White, Female,50, >50K
40, 12th, Black, Male,40, <=50K
45, Some-college, Black, Male,40, <=50K
60, HS-grad, White, Male,35, <=50K
18, 11th, White, Male,25, <=50K
28, Bachelors, White, Male,40, <=50K
36, Some-college, Black, Female,40, <=50K
36, Bachelors, White, Male,40, <=50K
40, Assoc-voc, White, Male,40, <=50K
36, Bachelors, White, Female,35, <=50K
31, HS-grad, Black, Female,40, <=50K
33, HS-grad, White, Male,40, <=50K
19, HS-grad, White, Female,40, <=50K
22, Some-college, White, Female,15, <=50K
34, Bachelors, White, Male,45, >50K
33, HS-grad, White, Male,40, <=50K
41, HS-grad, White, Male,60, <=50K
29, Bachelors, White, Male,40, <=50K
50, HS-grad, White, Male,42, >50K
42, Bachelors, White, Male,45, >50K
43, Bachelors, White, Male,40, >50K
44, HS-grad, White, Female,40, <=50K
20, Some-college, White, Female,20, <=50K
31, HS-grad, White, Male,40, <=50K
65, 11th, White, Male,59, >50K
23, Some-college, White, Female,24, <=50K
55, Some-college, Asian-Pac-Islander, Female,40, <=50K
26, Assoc-voc, White, Male,45, <=50K
25, Assoc-voc, White, Female,15, <=50K
45, Some-college, Black, Female,40, <=50K
35, Some-college, White, Male,40, <=50K
36, Some-college, Black, Female,36, <=50K
43, Bachelors, White, Male,50, <=50K
56, HS-grad, Black, Female,20, <=50K
42, Bachelors, White, Male,40, >50K
19, Some-college, White, Female,25, <=50K
55, HS-grad, White, Male,72, <=50K
42, Masters, White, Female,50, >50K
26, Assoc-voc, White, Male,40, <=50K
17, 12th, White, Male,20, <=50K
42, Bachelors, White, Female,40, >50K
55, HS-grad, White, Male,40, >50K
32, Some-college, Black, Female,40, <=50K
29, 11th, Black, Male,40, <=50K
46, Bachelors, White, Male,37, <=50K
29, Bachelors, White, Male,40, >50K
22, Bachelors, White, Male,20, <=50K
58, 10th, White, Male,40, <=50K
23, HS-grad, White, Male,50, <=50K
39, HS-grad, White, Male,40, <=50K
27, Assoc-voc, White, Male,38, <=50K
54, HS-grad, White, Male,40, >50K
33, Bachelors, White, Female,45, <=50K
46, HS-grad, White, Female,40, >50K
37, HS-grad, Black, Male,40, <=50K
36, HS-grad, White, Female,18, <=50K
59, HS-grad, White, Female,38, >50K
34, HS-grad, White, Male,40, <=50K
53, Doctorate, White, Male,70, >50K
51, Bachelors, White, Male,55, >50K
32, 10th, White, Female,42, <=50K
31, Some-college, White, Male,40, <=50K
22, Some-college, White, Female,30, <=50K
47, Bachelors, White, Female,50, <=50K
32, HS-grad, White, Male,40, <=50K
26, Some-college, White, Female,38, <=50K
37, 5th-6th, White, Male,32, <=50K
31, HS-grad, White, Male,55, <=50K
37, Assoc-voc, White, Female,24, >50K
55, HS-grad, White, Male,38, <=50K
23, Assoc-voc, White, Male,56, <=50K
36, Some-college, White, Female,40, <=50K
34, Masters, White, Male,40, <=50K
43, Bachelors, White, Male,50, >50K
54, Some-college, White, Male,40, <=50K
43, Some-college, White, Male,40, <=50K
28, Assoc-voc, White, Female,42, <=50K
40, Assoc-voc, White, Male,50, >50K
41, Some-college, White, Male,60, <=50K
40, Bachelors, Other, Female,55, >50K
42, Some-college, Black, Female,38, <=50K
61, HS-grad, White, Male,50, <=50K
18, 12th, White, Male,30, <=50K
59, HS-grad, White, Male,16, <=50K
21, HS-grad, White, Female,40, <=50K
48, Assoc-voc, White, Male,50, >50K
41, Bachelors, White, Male,40, <=50K
18, Some-college, White, Male,33, <=50K
23, HS-grad, White, Female,40, <=50K
60, HS-grad, White, Male,60, >50K
22, Some-college, Black, Male,20, <=50K
61, HS-grad, White, Male,40, <=50K
25, HS-grad, Black, Male,40, <=50K
46, Masters, White, Male,35, >50K
43, Bachelors, White, Male,40, >50K
43, Assoc-acdm, White, Male,40, <=50K
24, HS-grad, Black, Male,30, <=50K
68, 11th, White, Male,20, <=50K
31, HS-grad, White, Female,38, <=50K
17, 11th, White, Female,20, <=50K
32, HS-grad, White, Male,48, >50K
50, Masters, White, Male,40, <=50K
33, Bachelors, White, Male,47, >50K
64, Bachelors, White, Male,40, >50K
20, HS-grad, White, Male,30, <=50K
30, HS-grad, White, Female,36, <=50K
22, Some-college, Black, Male,40, <=50K
43, Some-college, White, Male,45, <=50K
22, Some-college, White, Male,40, <=50K
17, 10th, White, Male,20, <=50K
47, HS-grad, White, Female,75, <=50K
41, Assoc-voc, White, Female,60, <=50K
56, Some-college, White, Male,50, >50K
64, HS-grad, White, Male,45, <=50K
47, HS-grad, White, Male,50, >50K
48, Assoc-voc, White, Male,40, <=50K
31, Masters, White, Female,46, <=50K
29, Assoc-voc, White, Male,40, <=50K
30, HS-grad, White, Female,40, <=50K
32, HS-grad, White, Male,60, <=50K
57, HS-grad, White, Male,42, >50K
62, HS-grad, White, Female,40, <=50K
39, HS-grad, White, Female,24, <=50K
43, Some-college, White, Male,25, <=50K
24, Bachelors, White, Male,40, <=50K
42, 11th, White, Male,15, <=50K
53, Some-college, White, Female,40, >50K
26, Some-college, White, Male,40, <=50K
73, HS-grad, White, Male,40, <=50K
72, 11th, White, Female,24, <=50K
55, HS-grad, White, Male,40, <=50K
25, HS-grad, White, Male,40, <=50K
41, Bachelors, White, Female,50, >50K
24, Bachelors, White, Male,50, <=50K
63, HS-grad, White, Male,6, <=50K
17, 11th, White, Male,20, <=50K
35, Some-college, White, Male,50, <=50K
51, Some-college, White, Male,40, >50K
62, Bachelors, White, Female,48, <=50K
55, HS-grad, White, Male,40, >50K
43, Some-college, White, Male,40, <=50K
40, HS-grad, White, Female,50, <=50K
37, Bachelors, White, Male,45, >50K
39, Bachelors, White, Male,40, <=50K
31, HS-grad, White, Male,18, <=50K
61, Masters, White, Female,40, >50K
26, Assoc-voc, White, Female,55, <=50K
46, HS-grad, White, Male,50, <=50K
26, Bachelors, White, Female,40, <=50K
48, Doctorate, White, Male,50, >50K
34, HS-grad, White, Male,40, <=50K
34, HS-grad, White, Female,40, <=50K
59, HS-grad, White, Male,40, >50K
34, Bachelors, White, Female,40, <=50K
49, Bachelors, White, Female,56, >50K
18, 11th, White, Female,20, <=50K
43, HS-grad, White, Male,40, <=50K
48, 11th, White, Male,50, <=50K
28, Some-college, White, Male,70, <=50K
33, HS-grad, White, Male,40, <=50K
24, Some-college, White, Female,15, <=50K
21, 10th, White, Male,40, <=50K
17, 11th, White, Male,28, <=50K
39, Some-college, White, Male,50, >50K
29, Bachelors, White, Male,40, <=50K
44, Bachelors, White, Male,40, >50K
24, Some-college, White, Male,50, <=50K
71, Masters, White, Male,40, >50K
51, Bachelors, Asian-Pac-Islander, Male,40, >50K
55, 5th-6th, Black, Male,25, <=50K
41, Bachelors, White, Male,60, >50K
23, HS-grad, Black, Female,7, <=50K
38, Assoc-voc, White, Female,40, <=50K
39, HS-grad, White, Male,40, >50K
19, HS-grad, White, Female,30, <=50K
49, 9th, White, Female,40, <=50K
32, Bachelors, White, Male,40, >50K
27, HS-grad, White, Male,70, <=50K
38, Bachelors, White, Male,50, >50K
33, Some-college, White, Female,60, <=50K
63, Some-college, White, Male,15, <=50K
23, Bachelors, White, Male,28, <=50K
33, Some-college, White, Male,60, <=50K
54, HS-grad, Black, Male,40, <=50K
29, Assoc-voc, White, Female,45, <=50K
48, Some-college, Black, Female,30, <=50K
35, Bachelors, White, Male,40, <=50K
28, Assoc-voc, Asian-Pac-Islander, Female,40, <=50K
37, Bachelors, White, Male,50, >50K
42, Prof-school, White, Male,65, >50K
40, Masters, White, Male,40, <=50K
47, Some-college, White, Male,55, <=50K
22, Bachelors, White, Female,50, <=50K
30, Bachelors, White, Male,45, >50K
28, HS-grad, White, Male,40, <=50K
63, 7th-8th, White, Male,55, <=50K
51, 9th, White, Male,20, <=50K
22, HS-grad, White, Female,40, <=50K
27, Assoc-acdm, Amer-Indian-Eskimo, Male,40, <=50K
35, HS-grad, White, Male,45, <=50K
46, HS-grad, White, Female,38, <=50K
37, Some-college, White, Male,52, <=50K
24, Bachelors, Black, Male,15, <=50K
37, HS-grad, White, Male,10, <=50K
53, Some-college, White, Male,40, <=50K
27, HS-grad, White, Male,30, <=50K
38, Some-college, White, Male,44, <=50K
53, 10th, White, Male,60, <=50K
34, Some-college, White, Male,40, <=50K
23, HS-grad, Black, Male,40, <=50K
39, Bachelors, White, Male,45, >50K
43, Masters, Asian-Pac-Islander, Female,50, <=50K
67, HS-grad, Asian-Pac-Islander, Male,40, >50K
81, HS-grad, White, Male,30, <=50K
21, Some-college, White, Male,20, <=50K
23, Some-college, White, Male,25, <=50K
25, Some-college, White, Male,40, <=50K
42, 5th-6th, White, Female,38, <=50K
38, Some-college, Black, Female,40, <=50K
64, HS-grad, White, Male,5, <=50K
32, HS-grad, White, Male,40, <=50K
37, HS-grad, White, Male,40, <=50K
51, Masters, White, Male,60, >50K
22, Some-college, White, Female,42, <=50K
33, 1st-4th, White, Female,40, <=50K
42, HS-grad, White, Male,55, <=50K
19, Some-college, White, Female,10, <=50K
51, Preschool, White, Male,40, <=50K
23, HS-grad, White, Female,40, <=50K
37, 11th, White, Male,44, >50K
37, HS-grad, White, Male,99, >50K
47, Masters, White, Female,25, <=50K
41, Prof-school, White, Male,40, >50K
33, HS-grad, White, Male,30, <=50K
31, Bachelors, White, Male,40, >50K
31, Assoc-acdm, Amer-Indian-Eskimo, Female,40, <=50K
35, HS-grad, Black, Male,40, <=50K
38, HS-grad, White, Male,40, >50K
18, HS-grad, White, Female,45, <=50K
20, HS-grad, White, Male,40, <=50K
54, Some-college, Black, Female,35, <=50K
40, Some-college, White, Female,40, <=50K
36, Bachelors, White, Female,45, >50K
43, Some-college, White, Male,35, <=50K
44, Some-college, White, Male,40, <=50K
44, HS-grad, White, Female,40, >50K
43, Masters, White, Male,43, >50K
51, 7th-8th, Black, Female,40, <=50K
18, HS-grad, White, Female,20, <=50K
51, Some-college, White, Male,40, <=50K
41, 10th, White, Male,30, <=50K
44, Some-college, White, Male,70, >50K
33, 10th, White, Male,40, <=50K
33, Bachelors, White, Male,40, >50K
42, Assoc-acdm, White, Male,40, >50K
25, Some-college, White, Male,45, <=50K
32, HS-grad, White, Female,38, <=50K
32, Bachelors, White, Male,70, <=50K
36, 10th, White, Female,40, <=50K
28, HS-grad, White, Male,40, <=50K
20, HS-grad, White, Female,20, <=50K
35, Some-college, White, Male,60, >50K
55, HS-grad, White, Male,20, <=50K
48, Bachelors, Asian-Pac-Islander, Male,40, >50K
36, Assoc-voc, White, Female,20, <=50K
34, HS-grad, White, Male,35, >50K
28, Bachelors, White, Female,35, <=50K
67, Bachelors, White, Male,40, >50K
37, HS-grad, White, Male,40, <=50K
44, HS-grad, White, Male,70, <=50K
25, Some-college, White, Female,40, <=50K
21, Some-college, White, Female,40, <=50K
40, Masters, White, Male,35, >50K
78, HS-grad, Black, Female,40, <=50K
34, HS-grad, White, Male,40, <=50K
49, HS-grad, White, Female,44, <=50K
22, Assoc-acdm, White, Female,40, <=50K
23, HS-grad, Black, Female,40, <=50K
60, HS-grad, White, Male,42, <=50K
45, HS-grad, White, Male,40, >50K
63, Assoc-voc, White, Female,20, <=50K
41, HS-grad, Black, Female,35, <=50K
47, HS-grad, White, Female,40, <=50K
44, HS-grad, White, Male,40, <=50K
51, Some-college, White, Female,40, <=50K
46, Bachelors, White, Male,40, <=50K
41, Assoc-voc, White, Male,40, <=50K
50, HS-grad, White, Male,30, <=50K
47, HS-grad, White, Male,50, >50K
35, HS-grad, White, Male,45, <=50K
56, HS-grad, White, Male,55, >50K
45, Masters, White, Male,45, <=50K
48, Bachelors, White, Male,58, >50K
40, Some-college, White, Male,40, <=50K
39, Bachelors, White, Male,50, >50K
20, Some-college, White, Male,40, <=50K
50, Doctorate, White, Male,65, >50K
38, HS-grad, White, Female,40, >50K
23, Bachelors, White, Female,60, <=50K
31, HS-grad, White, Male,16, <=50K
58, Bachelors, White, Male,40, <=50K
66, HS-grad, Black, Male,40, <=50K
39, HS-grad, White, Male,40, >50K
54, HS-grad, White, Male,52, >50K
26, Some-college, White, Male,50, <=50K
51, HS-grad, White, Female,40, <=50K
34, Assoc-voc, White, Male,40, <=50K
50, HS-grad, White, Male,40, >50K
42, Some-college, White, Male,44, >50K
38, Masters, White, Male,25, <=50K
48, 7th-8th, White, Male,40, <=50K
33, Assoc-voc, White, Female,40, >50K
51, HS-grad, White, Female,32, <=50K
22, HS-grad, White, Male,40, <=50K
19, HS-grad, White, Male,30, <=50K
41, Some-college, White, Male,50, <=50K
48, Masters, White, Male,35, >50K
42, HS-grad, White, Female,30, <=50K
34, Some-college, White, Male,40, <=50K
23, HS-grad, Black, Female,40, <=50K
56, HS-grad, White, Male,50, <=50K
30, Bachelors, Black, Male,45, <=50K
45, HS-grad, White, Male,55, >50K
48, 10th, White, Female,40, <=50K
48, Masters, Asian-Pac-Islander, Male,50, <=50K
31, Assoc-voc, White, Female,40, <=50K
20, Assoc-acdm, White, Male,20, <=50K
27, Some-college, White, Male,40, <=50K
32, HS-grad, Black, Female,40, <=50K
76, 7th-8th, White, Male,2, <=50K
19, HS-grad, White, Male,40, <=50K
66, 9th, White, Male,1, <=50K
37, HS-grad, White, Male,75, <=50K
34, HS-grad, Black, Female,30, <=50K
34, 11th, White, Female,8, <=50K
90, HS-grad, White, Female,40, <=50K
23, Some-college, Black, Female,40, <=50K
43, Some-college, White, Female,40, <=50K
44, Bachelors, White, Male,60, >50K
24, Some-college, White, Female,37, <=50K
28, Prof-school, White, Male,55, <=50K
64, Assoc-acdm, White, Female,20, <=50K
23, Some-college, White, Male,40, <=50K
20, Some-college, White, Female,50, <=50K
36, Bachelors, White, Male,50, >50K
61, HS-grad, White, Male,40, <=50K
53, Bachelors, White, Male,40, >50K
30, Bachelors, White, Male,40, >50K
52, Some-college, White, Male,55, >50K
38, Some-college, White, Male,40, <=50K
32, Bachelors, White, Male,40, <=50K
30, 12th, White, Male,75, <=50K
41, Assoc-voc, White, Female,40, <=50K
49, Masters, White, Male,40, >50K
45, HS-grad, White, Male,47, >50K
43, HS-grad, White, Male,35, <=50K
61, HS-grad, White, Male,40, <=50K
54, HS-grad, White, Male,32, <=50K
34, Assoc-acdm, White, Female,40, <=50K
49, Some-college, White, Male,80, >50K
38, Some-college, White, Male,40, <=50K
35, Prof-school, White, Male,80, >50K
36, 12th, White, Male,40, <=50K
30, Bachelors, White, Male,50, <=50K
36, Assoc-acdm, White, Female,60, <=50K
22, Bachelors, White, Female,20, <=50K
38, HS-grad, White, Male,40, >50K
37, HS-grad, White, Male,50, >50K
48, Doctorate, White, Female,46, >50K
17, 11th, White, Male,15, <=50K
19, Some-college, White, Male,20, <=50K
27, Bachelors, Black, Female,40, <=50K
22, Bachelors, Asian-Pac-Islander, Male,50, <=50K
49, HS-grad, White, Male,40, <=50K
43, Assoc-voc, White, Female,40, >50K
43, Bachelors, White, Female,40, <=50K
19, HS-grad, White, Female,35, <=50K
58, HS-grad, White, Male,60, <=50K
41, Some-college, White, Male,40, >50K
31, Some-college, White, Male,40, <=50K
30, Assoc-voc, White, Male,40, <=50K
32, HS-grad, White, Male,40, <=50K
29, Bachelors, White, Male,35, <=50K
42, Some-college, White, Male,52, >50K
38, HS-grad, White, Male,28, <=50K
41, Assoc-acdm, White, Male,40, >50K
44, Bachelors, White, Male,50, >50K
31, Doctorate, Asian-Pac-Islander, Male,60, <=50K
34, HS-grad, White, Male,40, <=50K
21, Some-college, White, Male,40, <=50K
22, Bachelors, Asian-Pac-Islander, Male,20, <=50K
62, 10th, White, Male,40, <=50K
19, HS-grad, White, Female,40, <=50K
29, HS-grad, White, Female,25, >50K
43, Some-college, White, Female,40, <=50K
68, 7th-8th, White, Male,8, <=50K
45, Bachelors, White, Male,60, >50K
39, 9th, White, Male,40, <=50K
41, Bachelors, Black, Male,50, <=50K
34, Assoc-acdm, White, Female,25, >50K
34, HS-grad, White, Female,33, <=50K
31, Bachelors, White, Male,47, <=50K
29, HS-grad, White, Male,25, <=50K
41, Bachelors, White, Male,40, >50K
41, Assoc-voc, White, Male,55, <=50K
35, Masters, White, Male,45, >50K
33, Bachelors, White, Female,45, >50K
37, Bachelors, White, Male,38, <=50K
69, HS-grad, White, Female,40, <=50K
34, HS-grad, White, Female,40, <=50K
60, Assoc-voc, White, Male,70, >50K
36, Some-college, White, Male,40, <=50K
41, HS-grad, White, Male,50, <=50K
58, Bachelors, White, Female,40, >50K
53, Bachelors, Asian-Pac-Islander, Male,40, <=50K
29, Some-college, White, Male,40, <=50K
45, HS-grad, White, Female,40, <=50K
34, Some-college, White, Male,38, <=50K
36, Bachelors, White, Male,40, <=50K
48, Some-college, Black, Female,35, <=50K
20, Assoc-voc, White, Female,40, <=50K
35, HS-grad, White, Male,50, >50K
63, HS-grad, Black, Male,40, <=50K
41, Some-college, White, Male,45, <=50K
28, Bachelors, White, Male,45, <=50K
30, Some-college, Black, Female,40, <=50K
34, HS-grad, White, Female,40, <=50K
31, HS-grad, White, Female,40, <=50K
37, Assoc-voc, White, Female,38, <=50K
42, Some-college, White, Male,40, <=50K
31, Some-college, White, Male,50, >50K
46, Masters, White, Male,45, >50K
35, HS-grad, Black, Male,60, >50K
27, HS-grad, White, Male,53, <=50K
41, 1st-4th, White, Male,35, <=50K
19, Some-college, White, Female,20, <=50K
20, Some-college, White, Male,45, <=50K
59, HS-grad, White, Female,40, <=50K
40, Bachelors, White, Male,37, <=50K
56, Some-college, White, Male,60, <=50K
33, Masters, White, Male,44, >50K
30, Some-college, White, Female,60, <=50K
46, HS-grad, White, Male,50, <=50K
61, HS-grad, White, Male,35, >50K
50, HS-grad, White, Male,40, >50K
25, HS-grad, White, Male,30, <=50K
40, Some-college, White, Female,39, <=50K
24, Some-college, White, Male,40, <=50K
51, HS-grad, White, Male,54, <=50K
43, HS-grad, White, Male,40, <=50K
34, Some-college, White, Male,54, <=50K
46, HS-grad, White, Male,45, >50K
28, Masters, White, Female,50, >50K
26, Bachelors, Asian-Pac-Islander, Male,40, <=50K
20, HS-grad, White, Male,28, <=50K
44, Assoc-voc, White, Male,40, <=50K
51, HS-grad, White, Male,40, <=50K
33, Bachelors, White, Male,60, >50K
54, Assoc-acdm, White, Male,40, >50K
50, Bachelors, White, Female,40, >50K
33, HS-grad, Black, Female,40, <=50K
65, Bachelors, White, Male,20, >50K
22, Some-college, White, Female,8, <=50K
88, Prof-school, White, Male,40, <=50K
40, HS-grad, White, Male,40, <=50K
51, HS-grad, White, Female,43, <=50K
50, 11th, Black, Female,40, <=50K
25, Masters, White, Male,99, >50K
